,data
103848,0
103849,0
103850,1
103851,2
103852,1
103853,0
103854,2
103855,0
103856,1
103857,0
103858,2
103859,1
103860,1
103861,0
103862,1
103863,0
103864,0
103865,1
103866,1
103867,0
103868,1
103869,0
103870,1
103871,1
103872,1
103873,2
103874,0
103875,0
103876,1
103877,1
103878,0
103879,0
103880,0
103881,0
103882,1
103883,0
103884,1
103885,2
103886,1
103887,0
103888,0
103889,1
103890,1
103891,0
103892,0
103893,0
103894,0
103895,2
103896,0
103897,1
103898,1
103899,2
103900,0
103901,1
103902,0
103903,0
103904,0
103905,0
103906,2
103907,0
103908,2
103909,0
103910,2
103911,0
103912,0
103913,2
103914,0
103915,0
103916,0
103917,2
103918,3
103919,2
103920,2
103921,0
103922,1
103923,0
103924,0
103925,1
103926,1
103927,0
103928,0
103929,0
103930,0
103931,0
103932,2
103933,1
103934,1
103935,0
103936,1
103937,1
103938,1
103939,1
103940,0
103941,0
103942,3
103943,2
103944,0
103945,0
103946,1
103947,0
103948,1
103949,0
103950,3
103951,0
103952,0
103953,1
103954,0
103955,0
103956,1
103957,2
103958,3
103959,0
103960,1
103961,2
103962,0
103963,2
103964,0
103965,0
103966,0
103967,1
103968,2
103969,0
103970,0
103971,2
103972,0
103973,1
103974,1
103975,0
103976,2
103977,0
103978,2
103979,0
103980,2
103981,1
103982,1
103983,0
103984,0
103985,2
103986,2
103987,0
103988,0
103989,0
103990,1
103991,1
103992,2
103993,0
103994,0
103995,1
103996,0
103997,0
103998,0
103999,2
104000,0
104001,0
104002,0
104003,1
104004,1
104005,1
104006,1
104007,0
104008,0
104009,1
104010,0
104011,0
104012,0
104013,0
104014,0
104015,0
104016,0
104017,0
104018,0
104019,0
104020,0
104021,0
104022,1
104023,1
104024,1
104025,0
104026,0
104027,2
104028,1
104029,1
104030,0
104031,1
104032,1
104033,0
104034,1
104035,0
104036,2
104037,0
104038,0
104039,0
104040,0
104041,0
104042,2
104043,0
104044,0
104045,1
104046,1
104047,1
104048,0
104049,0
104050,0
104051,0
104052,1
104053,1
104054,0
104055,3
104056,0
104057,1
104058,1
104059,0
104060,0
104061,1
104062,1
104063,2
104064,2
104065,0
104066,2
104067,2
104068,2
104069,1
104070,0
104071,0
104072,0
104073,0
104074,1
104075,1
104076,0
104077,0
104078,1
104079,1
104080,0
104081,2
104082,1
104083,2
104084,1
104085,2
104086,0
104087,0
104088,1
104089,1
104090,1
104091,2
104092,0
104093,2
104094,0
104095,0
104096,1
104097,1
104098,0
104099,2
104100,0
104101,0
104102,1
104103,1
104104,0
104105,1
104106,2
104107,0
104108,0
104109,0
104110,2
104111,0
104112,1
104113,3
104114,0
104115,2
104116,1
104117,0
104118,0
104119,0
104120,2
104121,1
104122,0
104123,0
104124,0
104125,3
104126,0
104127,0
104128,1
104129,0
104130,0
104131,0
104132,0
104133,0
104134,1
104135,2
104136,0
104137,2
104138,0
104139,0
104140,0
104141,2
104142,0
104143,1
104144,2
104145,0
104146,0
104147,1
104148,0
104149,2
104150,2
104151,0
104152,1
104153,1
104154,0
104155,2
104156,0
104157,1
104158,2
104159,0
104160,1
104161,0
104162,1
104163,0
104164,0
104165,0
104166,2
104167,1
104168,2
104169,0
104170,0
104171,0
104172,2
104173,0
104174,0
104175,2
104176,1
104177,0
104178,2
104179,0
104180,0
104181,2
104182,0
104183,1
104184,0
104185,0
104186,0
104187,1
104188,1
104189,2
104190,0
104191,1
104192,2
104193,1
104194,1
104195,0
104196,1
104197,0
104198,1
104199,0
104200,2
104201,0
104202,0
104203,0
104204,0
104205,2
104206,0
104207,0
104208,0
104209,0
104210,0
104211,2
104212,0
104213,1
104214,2
104215,0
104216,1
104217,2
104218,2
104219,2
104220,0
104221,2
104222,0
104223,0
104224,2
104225,0
104226,2
104227,0
104228,2
104229,0
104230,0
104231,1
104232,1
104233,0
104234,2
104235,0
104236,2
104237,0
104238,2
104239,2
104240,0
104241,2
104242,1
104243,1
104244,1
104245,1
104246,1
104247,0
104248,0
104249,2
104250,0
104251,2
104252,1
104253,0
104254,0
104255,0
104256,0
104257,0
104258,2
104259,0
104260,0
104261,0
104262,2
104263,0
104264,0
104265,0
104266,0
104267,0
104268,0
104269,0
104270,1
104271,2
104272,1
104273,0
104274,2
104275,0
104276,0
104277,2
104278,1
104279,1
104280,0
104281,1
104282,2
104283,1
104284,0
104285,2
104286,0
104287,0
104288,0
104289,2
104290,1
104291,2
104292,1
104293,0
104294,1
104295,1
104296,1
104297,1
104298,2
104299,0
104300,0
104301,2
104302,1
104303,0
104304,0
104305,1
104306,0
104307,1
104308,1
104309,0
104310,0
104311,0
104312,0
104313,0
104314,2
104315,0
104316,0
104317,0
104318,1
104319,2
104320,1
104321,0
104322,0
104323,2
104324,0
104325,1
104326,1
104327,0
104328,2
104329,2
104330,0
104331,1
104332,0
104333,2
104334,0
104335,0
104336,2
104337,2
104338,0
104339,1
104340,1
104341,0
104342,0
104343,2
104344,0
104345,1
104346,1
104347,1
104348,0
104349,1
104350,0
104351,2
104352,1
104353,0
104354,2
104355,1
104356,2
104357,0
104358,1
104359,2
104360,0
104361,2
104362,0
104363,0
104364,1
104365,0
104366,2
104367,1
104368,0
104369,0
104370,2
104371,1
104372,0
104373,2
104374,2
104375,1
104376,0
104377,0
104378,0
104379,1
104380,1
104381,1
104382,1
104383,1
104384,2
104385,3
104386,0
104387,0
104388,1
104389,1
104390,0
104391,0
104392,1
104393,0
104394,1
104395,1
104396,0
104397,0
104398,0
104399,2
104400,1
104401,2
104402,0
104403,1
104404,1
104405,0
104406,0
104407,1
104408,1
104409,1
104410,2
104411,2
104412,1
104413,0
104414,1
104415,3
104416,0
104417,0
104418,2
104419,0
104420,1
104421,1
104422,2
104423,2
104424,0
104425,0
104426,2
104427,2
104428,0
104429,2
104430,0
104431,0
104432,0
104433,0
104434,1
104435,0
104436,1
104437,0
104438,0
104439,0
104440,2
104441,2
104442,0
104443,0
104444,1
104445,0
104446,0
104447,0
104448,1
104449,3
104450,0
104451,1
104452,0
104453,2
104454,1
104455,1
104456,2
104457,2
104458,2
104459,1
104460,0
104461,2
104462,2
104463,1
104464,1
104465,0
104466,0
104467,1
104468,2
104469,2
104470,1
104471,0
104472,1
104473,0
104474,1
104475,0
104476,2
104477,0
104478,1
104479,3
104480,0
104481,2
104482,1
104483,1
104484,2
104485,0
104486,1
104487,0
104488,0
104489,1
104490,1
104491,0
104492,2
104493,2
104494,2
104495,1
104496,0
104497,1
104498,2
104499,0
104500,2
104501,2
104502,2
104503,2
104504,0
104505,1
104506,1
104507,0
104508,1
104509,1
104510,0
104511,1
104512,2
104513,1
104514,0
104515,2
104516,0
104517,2
104518,2
104519,0
104520,1
104521,1
104522,2
104523,0
104524,1
104525,0
104526,1
104527,1
104528,0
104529,2
104530,0
104531,0
104532,1
104533,1
104534,0
104535,1
104536,1
104537,0
104538,0
104539,1
104540,1
104541,1
104542,1
104543,0
104544,0
104545,1
104546,1
104547,3
104548,2
104549,1
104550,1
104551,0
104552,0
104553,0
104554,1
104555,0
104556,0
104557,2
104558,2
104559,0
104560,0
104561,0
104562,1
104563,0
104564,0
104565,2
104566,0
104567,1
104568,2
104569,2
104570,0
104571,0
104572,2
104573,1
104574,0
104575,0
104576,2
104577,2
104578,2
104579,0
104580,0
104581,2
104582,0
104583,0
104584,1
104585,1
104586,1
104587,2
104588,0
104589,0
104590,1
104591,1
104592,0
104593,0
104594,2
104595,1
104596,0
104597,0
104598,0
104599,0
104600,2
104601,0
104602,0
104603,1
104604,1
104605,2
104606,0
104607,1
104608,0
104609,2
104610,2
104611,0
104612,0
104613,2
104614,0
104615,1
104616,2
104617,0
104618,2
104619,0
104620,0
104621,0
104622,1
104623,1
104624,2
104625,2
104626,1
104627,0
104628,0
104629,1
104630,1
104631,1
104632,1
104633,0
104634,1
104635,1
104636,0
104637,0
104638,0
104639,1
104640,1
104641,0
104642,1
104643,0
104644,1
104645,1
104646,1
104647,1
104648,0
104649,0
104650,2
104651,0
104652,3
104653,0
104654,2
104655,2
104656,0
104657,0
104658,1
104659,1
104660,1
104661,2
104662,1
104663,1
104664,0
104665,0
104666,2
104667,0
104668,0
104669,1
104670,2
104671,2
104672,2
104673,1
104674,1
104675,0
104676,2
104677,1
104678,0
104679,1
104680,0
104681,0
104682,1
104683,2
104684,1
104685,2
104686,0
104687,1
104688,0
104689,1
104690,1
104691,2
104692,0
104693,0
104694,0
104695,1
104696,0
104697,1
104698,1
104699,1
104700,0
104701,0
104702,0
104703,2
104704,0
104705,1
104706,0
104707,0
104708,1
104709,0
104710,1
104711,0
104712,1
104713,2
104714,0
104715,1
104716,0
104717,0
104718,1
104719,1
104720,1
104721,0
104722,0
104723,1
104724,2
104725,1
104726,1
104727,0
104728,1
104729,0
104730,0
104731,1
104732,0
104733,0
104734,0
104735,0
104736,0
104737,0
104738,0
104739,0
104740,2
104741,0
104742,1
104743,2
104744,2
104745,2
104746,0
104747,2
104748,0
104749,0
104750,0
104751,0
104752,0
104753,1
104754,0
104755,0
104756,1
104757,1
104758,1
104759,0
104760,1
104761,0
104762,0
104763,2
104764,1
104765,1
104766,1
104767,0
104768,2
104769,0
104770,0
104771,0
104772,0
104773,1
104774,0
104775,1
104776,0
104777,1
104778,2
104779,0
104780,1
104781,1
104782,0
104783,2
104784,0
104785,1
104786,0
104787,3
104788,0
104789,0
104790,0
104791,2
104792,1
104793,1
104794,0
104795,2
104796,0
104797,0
104798,0
104799,1
104800,0
104801,0
104802,2
104803,0
104804,1
104805,1
104806,1
104807,1
104808,0
104809,0
104810,2
104811,1
104812,2
104813,1
104814,1
104815,1
104816,0
104817,0
104818,2
104819,2
104820,1
104821,0
104822,0
104823,2
104824,0
104825,0
104826,2
104827,0
104828,0
104829,2
104830,2
104831,1
104832,0
104833,0
104834,2
104835,1
104836,0
104837,1
104838,1
104839,1
104840,1
104841,2
104842,1
104843,1
104844,0
104845,0
104846,2
104847,1
104848,0
104849,1
104850,0
104851,0
104852,1
104853,0
104854,0
104855,1
104856,0
104857,0
104858,2
104859,1
104860,1
104861,1
104862,0
104863,0
104864,0
104865,2
104866,0
104867,3
104868,0
104869,0
104870,1
104871,2
104872,1
104873,0
104874,0
104875,3
104876,0
104877,0
104878,2
104879,0
104880,1
104881,0
104882,3
104883,1
104884,1
104885,2
104886,2
104887,0
104888,0
104889,1
104890,1
104891,0
104892,1
104893,0
104894,1
104895,0
104896,0
104897,1
104898,1
104899,0
104900,0
104901,0
104902,2
104903,1
104904,0
104905,1
104906,2
104907,1
104908,0
104909,1
104910,0
104911,0
104912,2
104913,2
104914,2
104915,1
104916,0
104917,0
104918,0
104919,1
104920,0
104921,1
104922,0
104923,2
104924,1
104925,0
104926,1
104927,0
104928,0
104929,0
104930,2
104931,2
104932,0
104933,0
104934,2
104935,1
104936,0
104937,1
104938,0
104939,0
104940,1
104941,0
104942,2
104943,0
104944,0
104945,0
104946,2
104947,0
104948,2
104949,0
104950,1
104951,0
104952,1
104953,1
104954,0
104955,1
104956,1
104957,0
104958,1
104959,1
104960,0
104961,0
104962,2
104963,2
104964,2
104965,0
104966,1
104967,2
104968,1
104969,0
104970,3
104971,0
104972,0
104973,0
104974,0
104975,1
104976,0
104977,0
104978,0
104979,1
104980,2
104981,0
104982,2
104983,0
104984,1
104985,0
104986,2
104987,0
104988,1
104989,3
104990,0
104991,0
104992,0
104993,0
104994,0
104995,2
104996,0
104997,2
104998,0
104999,0
105000,0
105001,0
105002,2
105003,0
105004,0
105005,2
105006,1
105007,2
105008,1
105009,2
105010,0
105011,0
105012,0
105013,1
105014,0
105015,1
105016,0
105017,3
105018,2
105019,2
105020,1
105021,1
105022,0
105023,0
105024,2
105025,1
105026,1
105027,1
105028,0
105029,1
105030,1
105031,2
105032,3
105033,0
105034,0
105035,2
105036,0
105037,0
105038,0
105039,1
105040,0
105041,0
105042,1
105043,2
105044,1
105045,0
105046,0
105047,1
105048,1
105049,2
105050,2
105051,0
105052,2
105053,0
105054,2
105055,1
105056,0
105057,1
105058,0
105059,3
105060,0
105061,0
105062,2
105063,0
105064,1
105065,0
105066,1
105067,1
105068,0
105069,0
105070,1
105071,0
105072,0
105073,0
105074,2
105075,0
105076,2
105077,0
105078,2
105079,0
105080,0
105081,0
105082,0
105083,1
105084,1
105085,0
105086,1
105087,0
105088,1
105089,2
105090,1
105091,0
105092,2
105093,1
105094,2
105095,2
105096,1
105097,1
105098,1
105099,1
105100,0
105101,1
105102,0
105103,1
105104,0
105105,1
105106,1
105107,1
105108,0
105109,2
105110,0
105111,0
105112,2
105113,0
105114,0
105115,0
105116,1
105117,1
105118,2
105119,1
105120,1
105121,0
105122,0
105123,0
105124,0
105125,0
105126,1
105127,0
105128,0
105129,0
105130,0
105131,0
105132,0
105133,1
105134,0
105135,2
105136,0
105137,0
105138,0
105139,1
105140,0
105141,0
105142,1
105143,0
105144,1
105145,2
105146,1
105147,0
105148,2
105149,2
105150,0
105151,1
105152,2
105153,2
105154,1
105155,1
105156,0
105157,0
105158,1
105159,0
105160,0
105161,0
105162,0
105163,0
105164,2
105165,0
105166,1
105167,2
105168,1
105169,0
105170,1
105171,1
105172,0
105173,0
105174,0
105175,0
105176,0
105177,0
105178,0
105179,0
105180,0
105181,2
105182,0
105183,0
105184,0
105185,0
105186,0
105187,0
105188,3
105189,1
105190,1
105191,1
105192,0
105193,1
105194,1
105195,1
105196,0
105197,2
105198,0
105199,1
105200,1
105201,1
105202,0
105203,0
105204,0
105205,0
105206,0
105207,0
105208,1
105209,0
105210,3
105211,0
105212,0
105213,0
105214,1
105215,0
105216,2
105217,0
105218,1
105219,0
105220,2
105221,2
105222,2
105223,1
105224,0
105225,2
105226,0
105227,2
105228,1
105229,0
105230,2
105231,0
105232,0
105233,1
105234,2
105235,0
105236,0
105237,0
105238,0
105239,2
105240,0
105241,1
105242,0
105243,0
105244,0
105245,0
105246,1
105247,0
105248,0
105249,2
105250,1
105251,1
105252,0
105253,0
105254,0
105255,2
105256,0
105257,3
105258,0
105259,2
105260,1
105261,0
105262,1
105263,1
105264,2
105265,0
105266,2
105267,0
105268,0
105269,2
105270,1
105271,3
105272,1
105273,2
105274,1
105275,1
105276,1
105277,2
105278,0
105279,1
105280,1
105281,1
105282,0
105283,0
105284,0
105285,1
105286,0
105287,2
105288,0
105289,1
105290,1
105291,1
105292,1
105293,1
105294,0
105295,0
105296,1
105297,2
105298,0
105299,2
105300,2
105301,1
105302,0
105303,1
105304,0
105305,0
105306,0
105307,0
105308,0
105309,0
105310,2
105311,1
105312,1
105313,1
105314,0
105315,2
105316,2
105317,0
105318,2
105319,0
105320,1
105321,0
105322,2
105323,0
105324,1
105325,0
105326,0
105327,1
105328,0
105329,1
105330,0
105331,0
105332,0
105333,0
105334,1
105335,3
105336,2
105337,0
105338,2
105339,1
105340,1
105341,1
105342,2
105343,2
105344,0
105345,1
105346,0
105347,0
105348,2
105349,1
105350,0
105351,1
105352,2
105353,0
105354,2
105355,2
105356,0
105357,0
105358,0
105359,0
105360,1
105361,0
105362,0
105363,0
105364,1
105365,0
105366,1
105367,1
105368,1
105369,1
105370,0
105371,0
105372,1
105373,2
105374,1
105375,2
105376,2
105377,0
105378,2
105379,2
105380,0
105381,1
105382,1
105383,2
105384,1
105385,2
105386,1
105387,0
105388,2
105389,1
105390,2
105391,0
105392,1
105393,0
105394,0
105395,0
105396,0
105397,2
105398,2
105399,1
105400,0
105401,0
105402,0
105403,0
105404,0
105405,0
105406,2
105407,0
105408,0
105409,0
105410,1
105411,0
105412,0
105413,2
105414,0
105415,0
105416,1
105417,0
105418,0
105419,1
105420,0
105421,1
105422,0
105423,0
105424,3
105425,0
105426,0
105427,1
105428,0
105429,2
105430,1
105431,0
105432,1
105433,0
105434,0
105435,1
105436,1
105437,0
105438,2
105439,2
105440,0
105441,0
105442,0
105443,1
105444,0
105445,0
105446,0
105447,0
105448,0
105449,1
105450,0
105451,2
105452,0
105453,1
105454,1
105455,2
105456,0
105457,1
105458,1
105459,1
105460,2
105461,0
105462,0
105463,1
105464,1
105465,0
105466,0
105467,0
105468,1
105469,0
105470,0
105471,1
105472,1
105473,0
105474,2
105475,0
105476,1
105477,3
105478,0
105479,0
105480,1
105481,0
105482,0
105483,0
105484,1
105485,0
105486,1
105487,1
105488,1
105489,0
105490,0
105491,2
105492,1
105493,0
105494,1
105495,0
105496,1
105497,0
105498,0
105499,1
105500,1
105501,2
105502,0
105503,0
105504,1
105505,2
105506,2
105507,0
105508,2
105509,0
105510,1
105511,1
105512,0
105513,0
105514,1
105515,0
105516,0
105517,1
105518,0
105519,0
105520,0
105521,0
105522,0
105523,1
105524,0
105525,0
105526,0
105527,2
105528,0
105529,1
105530,1
105531,0
105532,1
105533,0
105534,0
105535,0
105536,0
105537,1
105538,1
105539,1
105540,0
105541,0
105542,0
105543,0
105544,0
105545,0
105546,0
105547,0
105548,1
105549,2
105550,1
105551,0
105552,0
105553,1
105554,0
105555,2
105556,0
105557,1
105558,1
105559,1
105560,0
105561,1
105562,0
105563,0
105564,0
105565,2
105566,1
105567,0
105568,0
105569,1
105570,0
105571,0
105572,0
105573,0
105574,0
105575,1
105576,1
105577,2
105578,0
105579,1
105580,0
105581,0
105582,1
105583,2
105584,1
105585,0
105586,0
105587,0
105588,0
105589,0
105590,0
105591,2
105592,1
105593,1
105594,2
105595,0
105596,1
105597,1
105598,1
105599,0
105600,0
105601,1
105602,1
105603,1
105604,0
105605,0
105606,2
105607,1
105608,1
105609,1
105610,0
105611,0
105612,2
105613,0
105614,0
105615,1
105616,1
105617,1
105618,0
105619,1
105620,1
105621,1
105622,0
105623,0
105624,1
105625,0
105626,0
105627,1
105628,0
105629,1
105630,2
105631,1
105632,0
105633,0
105634,1
105635,1
105636,1
105637,0
105638,3
105639,0
105640,1
105641,0
105642,1
105643,0
105644,2
105645,3
105646,3
105647,0
105648,0
105649,0
105650,0
105651,0
105652,2
105653,0
105654,2
105655,0
105656,1
105657,1
105658,1
105659,0
105660,0
105661,1
105662,2
105663,0
105664,0
105665,0
105666,1
105667,0
105668,0
105669,0
105670,1
105671,0
105672,1
105673,0
105674,0
105675,1
105676,0
105677,1
105678,0
105679,0
105680,2
105681,0
105682,1
105683,1
105684,1
105685,0
105686,0
105687,0
105688,2
105689,0
105690,0
105691,2
105692,2
105693,0
105694,0
105695,2
105696,1
105697,0
105698,1
105699,1
105700,0
105701,2
105702,0
105703,0
105704,1
105705,0
105706,0
105707,0
105708,2
105709,2
105710,0
105711,1
105712,0
105713,0
105714,1
105715,2
105716,0
105717,0
105718,2
105719,1
105720,0
105721,3
105722,0
105723,0
105724,1
105725,1
105726,0
105727,0
105728,2
105729,0
105730,0
105731,2
105732,0
105733,0
105734,2
105735,1
105736,1
105737,0
105738,0
105739,2
105740,0
105741,0
105742,1
105743,1
105744,0
105745,0
105746,0
105747,2
105748,1
105749,0
105750,2
105751,1
105752,2
105753,0
105754,2
105755,0
105756,0
105757,1
105758,2
105759,0
105760,0
105761,0
105762,0
105763,0
105764,0
105765,0
105766,1
105767,1
105768,0
105769,0
105770,0
105771,0
105772,0
105773,1
105774,3
105775,0
105776,3
105777,1
105778,2
105779,0
105780,1
105781,1
105782,0
105783,0
105784,0
105785,0
105786,1
105787,2
105788,0
105789,1
105790,2
105791,0
105792,0
105793,0
105794,0
105795,2
105796,0
105797,0
105798,1
105799,1
105800,1
105801,0
105802,0
105803,1
105804,0
105805,1
105806,0
105807,0
105808,0
105809,1
105810,0
105811,1
105812,1
105813,2
105814,0
105815,0
105816,1
105817,2
105818,1
105819,0
105820,1
105821,0
105822,0
105823,1
105824,0
105825,1
105826,2
105827,0
105828,0
105829,2
105830,0
105831,3
105832,2
105833,2
105834,0
105835,2
105836,1
105837,0
105838,1
105839,0
105840,2
105841,1
105842,1
105843,0
105844,1
105845,0
105846,0
105847,0
105848,0
105849,0
105850,1
105851,0
105852,2
105853,1
105854,1
105855,2
105856,1
105857,1
105858,1
105859,1
105860,1
105861,1
105862,0
105863,0
105864,1
105865,1
105866,1
105867,0
105868,1
105869,1
105870,1
105871,0
105872,0
105873,0
105874,0
105875,1
105876,0
105877,1
105878,1
105879,2
105880,0
105881,0
105882,2
105883,1
105884,0
105885,0
105886,2
105887,2
105888,0
105889,1
105890,0
105891,3
105892,1
105893,0
105894,0
105895,2
105896,0
105897,2
105898,0
105899,0
105900,0
105901,2
105902,2
105903,0
105904,0
105905,2
105906,0
105907,0
105908,2
105909,2
105910,0
105911,1
105912,0
105913,1
105914,1
105915,1
105916,0
105917,0
105918,1
105919,2
105920,0
105921,0
105922,1
105923,0
105924,0
105925,2
105926,1
105927,0
105928,0
105929,0
105930,0
105931,2
105932,0
105933,0
105934,0
105935,0
105936,2
105937,0
105938,1
105939,2
105940,1
105941,0
105942,1
105943,1
105944,0
105945,0
105946,0
105947,1
105948,0
105949,1
105950,0
105951,0
105952,0
105953,1
105954,0
105955,2
105956,2
105957,2
105958,0
105959,1
105960,0
105961,1
105962,0
105963,1
105964,2
105965,0
105966,0
105967,1
105968,0
105969,1
105970,2
105971,0
105972,2
105973,0
105974,0
105975,1
105976,0
105977,1
105978,1
105979,0
105980,2
105981,0
105982,0
105983,1
105984,0
105985,1
105986,1
105987,1
105988,0
105989,0
105990,0
105991,2
105992,1
105993,0
105994,2
105995,0
105996,1
105997,0
105998,2
105999,0
106000,2
106001,0
106002,1
106003,1
106004,1
106005,0
106006,0
106007,0
106008,0
106009,2
106010,1
106011,0
106012,0
106013,0
106014,0
106015,1
106016,0
106017,2
106018,0
106019,0
106020,0
106021,0
106022,1
106023,0
106024,2
106025,0
106026,0
106027,0
106028,0
106029,0
106030,0
106031,1
106032,1
106033,1
106034,1
106035,2
106036,2
106037,0
106038,0
106039,1
106040,0
106041,0
106042,0
106043,0
106044,0
106045,0
106046,0
106047,1
106048,0
106049,0
106050,1
106051,0
106052,0
106053,1
106054,1
106055,1
106056,2
106057,2
106058,0
106059,1
106060,0
106061,2
106062,2
106063,1
106064,2
106065,1
106066,1
106067,1
106068,1
106069,1
106070,0
106071,1
106072,2
106073,3
106074,0
106075,0
106076,0
106077,0
106078,0
106079,0
106080,2
106081,0
106082,0
106083,1
106084,0
106085,0
106086,2
106087,0
106088,0
106089,2
106090,0
106091,1
106092,0
106093,0
106094,3
106095,0
106096,2
106097,1
106098,0
106099,0
106100,1
106101,0
106102,2
106103,1
106104,0
106105,2
106106,0
106107,0
106108,1
106109,3
106110,0
106111,3
106112,0
106113,0
106114,1
106115,0
106116,1
106117,0
106118,0
106119,1
106120,0
106121,1
106122,0
106123,0
106124,0
106125,3
106126,2
106127,1
106128,1
106129,1
106130,0
106131,2
106132,0
106133,1
106134,1
106135,0
106136,1
106137,2
106138,0
106139,0
106140,2
106141,0
106142,2
106143,1
106144,2
106145,0
106146,0
106147,1
106148,0
106149,0
106150,1
106151,1
106152,1
106153,1
106154,1
106155,2
106156,2
106157,0
106158,0
106159,2
106160,0
106161,1
106162,0
106163,0
106164,2
106165,0
106166,2
106167,1
106168,0
106169,1
106170,1
106171,1
106172,0
106173,0
106174,0
106175,0
106176,0
106177,0
106178,1
106179,0
106180,1
106181,0
106182,1
106183,3
106184,0
106185,2
106186,2
106187,0
106188,0
106189,2
106190,1
106191,0
106192,2
106193,0
106194,2
106195,2
106196,0
106197,2
106198,0
106199,0
106200,2
106201,0
106202,2
106203,1
106204,0
106205,0
106206,2
106207,0
106208,1
106209,1
106210,0
106211,2
106212,0
106213,0
106214,0
106215,1
106216,1
106217,0
106218,0
106219,1
106220,2
106221,1
106222,2
106223,1
106224,3
106225,0
106226,0
106227,2
106228,0
106229,0
106230,2
106231,1
106232,1
106233,2
106234,1
106235,1
106236,0
106237,0
106238,2
106239,1
106240,0
106241,1
106242,0
106243,0
106244,0
106245,0
106246,1
106247,2
106248,2
106249,1
106250,0
106251,3
106252,1
106253,2
106254,1
106255,0
106256,0
106257,0
106258,2
106259,1
106260,1
106261,2
106262,2
106263,2
106264,0
106265,0
106266,1
106267,0
106268,0
106269,2
106270,2
106271,0
106272,0
106273,0
106274,1
106275,0
106276,1
106277,0
106278,2
106279,1
106280,0
106281,0
106282,2
106283,0
106284,0
106285,2
106286,2
106287,0
106288,1
106289,1
106290,1
106291,0
106292,0
106293,0
106294,1
106295,1
106296,0
106297,1
106298,1
106299,2
106300,1
106301,2
106302,2
106303,0
106304,0
106305,1
106306,1
106307,1
106308,0
106309,2
106310,2
106311,1
106312,1
106313,0
106314,2
106315,1
106316,0
106317,2
106318,0
106319,0
106320,0
106321,0
106322,0
106323,0
106324,1
106325,0
106326,0
106327,2
106328,1
106329,1
106330,0
106331,0
106332,1
106333,0
106334,2
106335,0
106336,0
106337,1
106338,0
106339,0
106340,2
106341,0
106342,1
106343,0
106344,1
106345,0
106346,1
106347,2
106348,3
106349,2
106350,0
106351,0
106352,0
106353,1
106354,1
106355,0
106356,0
106357,0
106358,2
106359,0
106360,1
106361,0
106362,0
106363,0
106364,0
106365,1
106366,1
106367,2
106368,0
106369,0
106370,0
106371,0
106372,2
106373,2
106374,0
106375,0
106376,0
106377,1
106378,0
106379,0
106380,1
106381,0
106382,0
106383,2
106384,2
106385,0
106386,0
106387,1
106388,1
106389,0
106390,0
106391,2
106392,0
106393,1
106394,0
106395,0
106396,1
106397,1
106398,1
106399,1
106400,0
106401,0
106402,1
106403,1
106404,2
106405,0
106406,0
106407,2
106408,0
106409,0
106410,0
106411,0
106412,0
106413,0
106414,1
106415,1
106416,1
106417,2
106418,0
106419,1
106420,2
106421,0
106422,0
106423,1
106424,0
106425,2
106426,2
106427,2
106428,2
106429,0
106430,0
106431,1
106432,0
106433,1
106434,0
106435,0
106436,0
106437,0
106438,1
106439,1
106440,1
106441,2
106442,0
106443,2
106444,0
106445,1
106446,1
106447,2
106448,1
106449,1
106450,0
106451,0
106452,2
106453,0
106454,1
106455,2
106456,2
106457,0
106458,3
106459,0
106460,1
106461,0
106462,0
106463,0
106464,0
106465,0
106466,0
106467,0
106468,1
106469,1
106470,0
106471,0
106472,0
106473,1
106474,0
106475,2
106476,2
106477,0
106478,0
106479,1
106480,0
106481,2
106482,1
106483,0
106484,0
106485,1
106486,0
106487,0
106488,2
106489,0
106490,0
106491,2
106492,1
106493,1
106494,0
106495,1
106496,0
106497,0
106498,0
106499,2
106500,0
106501,1
106502,0
106503,0
106504,0
106505,0
106506,1
106507,0
106508,0
106509,1
106510,1
106511,2
106512,0
106513,2
106514,2
106515,0
106516,0
106517,0
106518,1
106519,0
106520,0
106521,2
106522,1
106523,0
106524,0
106525,0
106526,1
106527,1
106528,2
106529,3
106530,1
106531,1
106532,2
106533,1
106534,1
106535,0
106536,0
106537,1
106538,1
106539,1
106540,2
106541,2
106542,0
106543,2
106544,1
106545,1
106546,0
106547,1
106548,1
106549,2
106550,2
106551,0
106552,2
106553,2
106554,1
106555,0
106556,0
106557,0
106558,1
106559,0
106560,1
106561,1
106562,1
106563,0
106564,0
106565,0
106566,1
106567,1
106568,0
106569,0
106570,1
106571,1
106572,1
106573,0
106574,0
106575,0
106576,0
106577,1
106578,0
106579,1
106580,0
106581,0
106582,2
106583,0
106584,0
106585,2
106586,0
106587,1
106588,0
106589,1
106590,2
106591,0
106592,1
106593,2
106594,2
106595,0
106596,1
106597,1
106598,1
106599,0
106600,2
106601,2
106602,0
106603,0
106604,1
106605,0
106606,2
106607,0
106608,1
106609,1
106610,1
106611,0
106612,0
106613,0
106614,0
106615,1
106616,0
106617,1
106618,1
106619,1
106620,0
106621,0
106622,1
106623,0
106624,0
106625,0
106626,2
106627,1
106628,0
106629,2
106630,0
106631,0
106632,0
106633,1
106634,0
106635,1
106636,0
106637,1
106638,0
106639,1
106640,1
106641,0
106642,0
106643,2
106644,0
106645,2
106646,0
